sa_clli,clli,site_name,address,phone_line,emergency_line,latitude,longitude,contact_and_site_access,other_site_information,type,sub_type,manager,plant
SGARPQ,SCHGPQAA,Central Saint-Charles-Garnier,"755 rue Belanger, Saint-Charles-Garnier, QC G0K 1K0, Canada",,,48.341753,-68.046275,,,Building,CO,Hugues Mathieu,9534
SYBCPQ,SCLEPQAA,Central Saint-Cléophas,"356 rue Principale, Saint-Cleophas, QC G0J 3K0, Canada",,,48.492663,-67.742794,,,Building,CO,Hugues Mathieu,9534
LUVLPQ,SDNRPQXA,Central Saint-Donat,"197 avenue du Mont-Comi, Saint-Donat, QC, Canada",418-739-1105,,48.495116,-68.244168,,,Building,CO,Hugues Mathieu,9534
LUVLPQ,SDNRPQXD,Hutte Mont-Comi,"123 chemin du Mont-Comi, Saint-Donat, QC, Canada",418-739-1106,,48.47317,-68.187997,,,Building,CO,Hugues Mathieu,9534
STMOPQ,SDSMPQXA,Central Saint-Damase,"22 svenue du Centenaire, Saint-Damase, QC G0J 2J0, Canada",418-776-1115,,48.660905,-67.826174,,,Building,CO,Hugues Mathieu,9534
SFARPQ,SELDPQAA,Central Saint-Eugène-de-Ladrière,"32 rue du Bosquet, Saint-Eugene-de-Ladriere, QC G0L 2Z0, Canada",418-869-1000,,48.254534,-68.794134,,,Building,CO,Hugues Mathieu,9534
SFARPQ,SFARPQU7000,ERA #1 Saint-Fabien,"23 Chemin De La Mer Saint-Fabien, QC G0L 2Z0",,,48.312912,-68.869824,,,Remote cabinet,RDAC,Hugues Mathieu,9534
SFARPQ,SFARPQXB,Hutte St-Fabien,"246 1er Rang O,  Rte 132, St-Fabien, QC, Canada",418-869-3190,,48.269283,-68.925186,,,Building,FOT,Hugues Mathieu,9534
SFARPQ,SFARPQXQ,Central Saint-Fabien,"28 8e avenue Saint-Fabien,St-Fabien-de-Rimouski,  QC G0L 2Z0, Canada",418-869-1005,,48.292684,-68.863474,,,Building,CO,Hugues Mathieu,9534
SFCTPQ,SFCTPQXQ,Central Sainte-Félicité,"127 rue Saint Francois, Sainte-Felicite, QC G0J 2K0, Canada",418-733-1005,,48.900055,-67.33337,,,Building,CO,Hugues Mathieu,9534
MTJLPQ,SFLAPQAA,Central Sainte-Flavie,"479B route de la Mer, Sainte-Flavie, QC G0J 2L0, Canada",418-775-1000,,48.609278,-68.231972,,,Building,CO,Hugues Mathieu,9534
MTJLPQ,SFLAPQXA,Institut Maurice Lamontagne,"850 route de la Mer, Sainte-Flavie, QC G0J 2L0, Canada",418-775-2672,,48.640013,-68.15551,Institut Mauric.L.,,Building,CO,Hugues Mathieu,9534
CSPLPQ,SFRCPQXB,Central Sainte-Florence,"38 rue du Pont, Sainte-Florence, QC G0J 2M0, Canada",418-756-1083,,48.266048,-67.234579,,,Building,CO,Hugues Mathieu,9534
SGARPQ,SGARPQXQ,Central Saint-Gabriel-de-Rimouski,"332b rue Principale, Saint-Gabriel-de-Rimouski, QC G0K 1M0, Canada",418-798-1005,,48.424224,-68.172848,,,Building,CO,Hugues Mathieu,9534
STMOPQ,SJARPQAB,Central Sainte-Jeanne-d'Arc,"205 rue Principale, Sainte-Jeanne-d'Arc, QC G0J 2T0, Canada",418-776-1000,,48.493822,-67.9566,,,Building,CO,Hugues Mathieu,9534
SFCTPQ,SJCHPQXA,Central Saint-Jean-de-Cherbourg,"8 route de Saint-Jean, Saint-Jean-de-Cherbourg, QC G0J 2R0, Canada",418-733-1116,,48.860113,-67.111337,,,Building,CO,Hugues Mathieu,9534
MTJLPQ,SJLPPQU7000,ERA #1 Saint-Joseph-de-Lepage,"158 4e Rang Ouest Mont-Joli, QC G5H 3K6",,,48.563003,-68.190645,,,Remote cabinet,RDAC,Hugues Mathieu,9534
MTJLPQ,SJLPPQXA,Hutte St-Joseph-de-Lepage,"6 5e Rang Ouest Mont-Joli, QC G5H 3K6",418-775-1083,,48.575053,-68.172097,,,Building,FOT,Hugues Mathieu,9534
STULPQ,SLEAPQXQ,Central Saint-Léandre,"3032 7ieme Rang, Saint-Leandre, QC G0J 2V0, Canada",418-737-1116,,48.728454,-67.610743,,,Building,CO,Hugues Mathieu,9534
SLLGPQ,SLLGPQXQ,Central Saint-Léon-le-Grand,"192 route 195, Saint-Leon-le-Grand, QC G0J 2W0, Canada",418-743-1005,,48.386066,-67.49993,,,Building,CO,Hugues Mathieu,9534
MATNPQ,SLMTPQXA,Central St-Luc,"99 rue Principale, Matane, QC G4W 9E3, Canada",418-566-1105,,48.799345,-67.466226,,,Building,CO,Hugues Mathieu,9534
CSPLPQ,SMMTPQXA,Central Sainte-Marguerite,"4 rue de  L'Eglise, Sainte-Marguerite, QC G0J 2Y0, Canada",,,48.316152,-67.085212,,,Building,CO,Hugues Mathieu,9534
SGARPQ,SMRIPQXA,Central Saint-Marcellin,"6 route du Lac Noir, Saint-Marcellin, QC G5N 5K8, Canada",418-798-1115,,48.337396,-68.292212,,,Building,CO,Hugues Mathieu,9534
SSRMPQ,SMRSPQXA,Central Saint-Mathieu-de-Rioux,"197 route de Saint-Simon-Saint-Mathieu, Saint-Mathieu-de-Rioux, QC G0L 3T0, Canada",418-738-1105,,48.180617,-68.993583,,,Building,CO,Hugues Mathieu,9534
SRMTPQ,SRMTPQXQ,Central Saint-René-de-Matane,"182 avenue Saint Rene, Saint-Rene-de-Matane, QC G0J 3E0, Canada",418-224-1005,,48.705633,-67.386339,,,Building,CO,Hugues Mathieu,9534
SSRMPQ,SSRMPQXQ,Central Saint-Simon-de-Rimouski,"61 rue Principale, Saint-Simon-de-Rimouski, QC, Canada",418-738-1005,,48.205903,-69.040667,,,Building,CO,Hugues Mathieu,9534
LCSMPQ,STAXPQAA,Central Saint-Alexandre-des-Lacs,"17B rue de l'Eglise, Saint-Alexandre-des-Lacs, QC G0J 2C0, Canada",,,48.475813,-67.305245,,,Building,CO,Hugues Mathieu,9534
STELPQ,STELPQXA,FOT Saint-Éleuthère,"2019 rue Principale, St-Eleuthère, Qc, Canada",418-859-2879,,47.492885,-69.289945,,,Building,FOT,Hugues Mathieu,9534
AMQUPQ,STHAPQXA,Central Saint-Tharcisius,"40 chemin du Moulin, Saint-Tharcisius, QC G0J 3G0, Canada",418-629-1116,,48.545695,-67.338944,,,Building,CO,Hugues Mathieu,9534
AMQUPQ,STIRPQXA,Central Sainte-Irène,"101 route de Val d'Irene, Sainte-Irene, QC G0J 2P0, Canada",418-629-2883,,48.445953,-67.577489,,,Building,CO,Hugues Mathieu,9534
LUVLPQ,STLCPQXA,Central Sainte-Luce,"6 route 298, Sainte-Luce, QC, Canada",418-739-1107,,48.542879,-68.370924,,,Building,CO,Hugues Mathieu,9534
STMOPQ,STMOPQXA,Hutte St Moise,"11 Rte 132, St-Moise, QC, Canada",418-776-1083,,48.560536,-67.772649,,,Building,FOT,Hugues Mathieu,9534
STMOPQ,STMOPQXQ,Central Saint-Moïse,"177 rue Principale, Saint-Moise, QC G0J 2Z0, Canada",418-776-1005,,48.548994,-67.857175,,,Building,CO,Hugues Mathieu,9534
RMKIPQ,STNMPQXA,Central Saint-Narcisse-de-Rimouski,"166 route de l'Eglise, Saint-Narcisse-de-Rimouski, QC G0K 1S0, Canada",418-735-1105,,48.288661,-68.436981,,,Building,CO,Hugues Mathieu,9534
STMOPQ,STNOPQXA,Central Saint-Noël,"7 rue Saint-Alphonse, Saint-Noel, QC G0J 3A0, Canada",418-776-1105,,48.582094,-67.835551,,,Building,CO,Hugues Mathieu,9534
MTJLPQ,STOMPQAA,Central Saint-Octave-de-Métis,"203 rue de l'Eglise, Saint-Octave-de-Metis, QC G0J 3B0, Canada",418-775-1001,,48.600537,-68.079212,,,Building,CO,Hugues Mathieu,9534
STULPQ,STPLPQXQ,Central Sainte-Paule,"201 chemin Banville, Sainte-Paule, QC G0J 3C0, Canada",418-737-1115,,48.660256,-67.590508,,,Building,CO,Hugues Mathieu,9534
STULPQ,STULPQU7000,ERA #1 Saint-Ulric,"2746 Rang 4 EST, St-Ulric de Matane, QC, Canada",,,48.791329,-67.614929,,,Remote cabinet,RDAC,Hugues Mathieu,9534
STULPQ,STULPQU7001,ERA #2 Saint-Ulric,"3011 Rang 4 O, St-Ulric de Matane, QC, Canada",,,48.763888,-67.656746,,,Remote cabinet,RDAC,Hugues Mathieu,9534
STULPQ,STULPQU7002,ERA #3 Saint-Ulric,"2816 rte 132 E, St-Ulric de Matane, QC, Canada",,,48.79986,-67.665251,,,Remote cabinet,RDAC,Hugues Mathieu,9534
STULPQ,STULPQXQ,Central Saint-Ulric,"200A avenue Ulric Tessier, Saint-Ulric, QC G0J 3H0, Canada",418-737-1005,,48.786382,-67.70462,,,Building,CO,Hugues Mathieu,9534
AMQUPQ,STVNPQXA,Central Saint-Vianney,"135 rue du Moulin, Saint-Vianney, QC G0J 3J0, Canada",418-629-1115,,48.615626,-67.412581,,,Building,CO,Hugues Mathieu,9534
RMKIPQ,SVRIPQAB,Central Saint-Valérien-de-Rimouski,"3 rue Principale, Saint-Valerien-de-Rimouski, QC G0L 4E0, Canada",418-736-1000,,48.343165,-68.661901,,,Building,CO,Hugues Mathieu,9534
SYBCPQ,SYBCPQXQ,Central Sayabec,"21 rue Marcheterre, Sayabec, QC G0J 3K0, Canada",418-536-1005,,48.56292,-67.684278,,,Building,CO,Hugues Mathieu,9534
SLLGPQ,SZLHPQAA,Central Saint-Zénon-du-Lac-Humqui,"156 A route 195, Saint-Zenon-de-Lac-Humqui, QC G0J 1N0, Canada",,,48.304853,-67.580702,,,Building,CO,Hugues Mathieu,9534
TRPSPQ,TRPSPQBD,FOT Trois-Pistoles,"230 Rue de la Gare, Trois-Pistoles, QC G0L 4K0, Canada",,,48.126663,-69.174267,,,Building,FOT,Hugues Mathieu,9534
VLBLPQ,VLBLPQXQ,Central Val-Brillant,"3 route 132 Est, Val-Brillant, QC G0J 3L0, Canada",418-742-1005,,48.531146,-67.546402,,,Building,CO,Hugues Mathieu,9534
STTLWAWB,STTLWAWB,,,,,47.614353,-122.33886,,,Building,N/A,Andre MacKinnon,9537
CKCYPQ,CKCYPQXA,Central Canton Arnaud,"3929 route 138, Sept-Iles, QC, G0G 1H0, Canada",418-583-2533,,50.231573,-66.530473,Canton Arnaud,,Building,CO,Hugues Mathieu,9533
CKCYPQ,CKCYPQXB,Central rue des Sapin,"10 rue des Sapins, Sainte-Marguerite, QC, G0G 1H0, Canada",,,50.153022,-66.588553,,,Building,CO,Hugues Mathieu,9533
CKCYPQ,CKCYPQXQ,Central de Clarke City,"130 rue De L'Eglise, Sept-Iles, QC, G0G 1H0, Canada",418-583-2970,,50.197359,-66.630567,,,Building,CO,Hugues Mathieu,9533
FRMTPQ,FRMTPQXT,Central de Fermont,"236 Rue le Carrefour, Fermont, QC G0G 1J0, Canada",,,52.796324,-67.080948,,,Building,CO,Hugues Mathieu,9533
PTCRPQ,GALXPQXA,Central de Galix,"3845 chemin Marguerite, Gallix, QC G0G 1L0, Canada",418-766-1106,,50.144277,-66.613326,,,Building,CO,Hugues Mathieu,9533
LBCYNF,LBCYNF01,Colo Labrador city,"125 Avalon Dr, Labrador City, NL ,  A2V 1K5 , CANADA",,,52.943575,-66.906104,,,Building,Colocation,Hugues Mathieu,9533
SPISPQ,MOISPQXA,Central de Matamek,"Route 138, Maliotenam, QC G4R 4K2, Canada",418-927-1105,,50.2747,-66.0066,,,Building,CO,Hugues Mathieu,9533
MOISPQ,MOISPQXB,Cabinet du Rang du Coude,"route 138, Moisie, QC G0G, Canada",418-927-1106,,50.250978,-66.070737,Rang du Coude,,Building,Remote Cabinet,Hugues Mathieu,9533
MOISPQ,MOISPQXQ,Central de Moisie,"Route 138, Maliotenam, QC G4R 4K2, Canada",418-927-1106,,50.219527,-66.209257,,,Building,CO,Hugues Mathieu,9533
SPISPQ,MTRUPQXR,Central du Mont Trouble,"600 Chemin de Club de ski Gallix, Sept-Îles, QC G0G 1L0, Canada",418-964-1080,,50.17194732,-66.73752169,,,Building,MW Radio,Hugues Mathieu,9533
PTCRPQ,PTCRPQAC,Atelier Diesel Port-Cartier,"178 BOUL PORTAGE-DES-MOUSSES, PORT-CARTIER, QC, G5B 2B6, Canada",,,50.030289,-66.803955,,,Building,Customer premise,Hugues Mathieu,9533
PTCRPQ,PTCRPQU7000,ERA #1 Port-Cartier,"3 rue des Rochelois, Port-Cartier, QC G5B 1H7, Canada",,,50.02795164,-66.85676336,,,Remote cabinet,RDAC,Hugues Mathieu,9533
PTCRPQ,PTCRPQU7001,ERA #2 Port-Cartier,"22 rue Elie Rochefort, Port-Cartier, QC G5B 1M9, Canada",,,50.02857884,-66.8848756,,,Remote cabinet,RDAC,Hugues Mathieu,9533
PTCRPQ,PTCRPQU7002,ERA #3 Port-Cartier,"25 avenue Parent, Port-Cartier, QC G5B 2G3, Canada",,,50.02036946,-66.87547982,,,Remote cabinet,RDAC,Hugues Mathieu,9533
PTCRPQ,PTCRPQXD,Central de Rivière Brochu,"3650 rue de la Riviere, Gallix, QC G0G 1L0, Canada",418-766-1105,,50.110492,-66.708148,,,Building,CO,Hugues Mathieu,9533
PTCRPQ,PTCRPQXE,Central de Shelter Bay,"rue Boucher, Port-Cartier, QC G5B 2V4",418-766-1107,,50.025074,-66.897721,Shelter Bay,,Building,Remote,Hugues Mathieu,9533
PTCRPQ,PTCRPQXF,SITE NAVCANADA,CHEMIN LAC LABRIE,,,50.20547339,-66.69495672,,,Remote cabinet,N/A,Hugues Mathieu,9533
PTCRPQ,PTCRPQXK,FOT Arcelor Dog,55 MILLES DE PORT-CARTIER,,,50.2897429,-67.2497289,,,Building,FOT,Hugues Mathieu,9533
PTCRPQ,PTCRPQXQ,Central de Port-Cartier,"26 route 138, Port-Cartier, QC G5B 2T9, Canada",418-766-1005,,50.0348,-66.8585,,,Building,CO,Hugues Mathieu,9533
PTCRPQ,PTCRPQXR,FOT Arcelor HOW,"106 MILLES DE PORT-CARTIER, Chemin de fer Arcelor",,,51.378112,-67.298253,,,Building,FOT,Hugues Mathieu,9533
PTCRPQ,PTCRPQXW,FOT Arcelor Love,170 MILLES DE PORT-CARTIER,,,51.478073,-67.391272,,,Building,FOT,Hugues Mathieu,9533
PTCTPQ,PTCTPQXQ,Central de Pentecôte,"5620 Route Jacques Cartier, Riviere-Pentecote, QC G0H 1R0, Canada",418-799-1005,,49.7919,-67.1697,,,Building,CO,Hugues Mathieu,9533
CKCYPQ,PTNRPQXA,Pointe-Noire Alouette,"400 Chemin de la Pointe Noire, Sept-Îles, QC, G4R 5C7, Canada",418-964-7000,,50.155009,-66.481186,,,Building,Customer premise,Hugues Mathieu,9533
CKCYPQ,PTNRPQXB,Central de Pointe-Noire,"400, Chemin de la Pointe Noire, QC, G4R 5C7, Canada",418-964-1109,,50.15735,-66.468224,Quai de La Relance,,Building,CO,Hugues Mathieu,9533
SPISPQ,RABXPQQO,Radio Rivière-aux-Bouleaux,"Route Jacques Cartier, Rivière-au-Tonnerre, Qc G0G, Canada",418-964-1082,,50.292327,-65.527198,,,Building,MW Radio,Hugues Mathieu,9533
PTCRPQ,RVCLPQXA,Central de Rivière Calumet,"Route 138, Riviere Calumet, QC, Canada",418-964-1164,,49.59014841,-67.23707696,Riviere Calumet,,Building,CO,Hugues Mathieu,9533
PTCRPQ,RVCLPQXR,Central Calumet-Radio,"49.5949, -67.2604",418-799-2660,,49.5949,-67.2604,,,Building,MW Radio,Hugues Mathieu,9533
SPISPQ,SPISPQAN,Colo Cogeco,"300 avenue Brochu, Sept-Îles, QC G4R 2W6, Canada",,,50.203364,-66.381012,"​
Personne contact au COLO : Mario Simard 418-965-6102 ",,Building,Colocation,Hugues Mathieu,9533
SPISPQ,SPISPQU7000,ERA #1 Sept-Îles,"100 rue Retty, Sept-Iles, QC G4R, Canada",,,50.20213534,-66.3667345,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7001,ERA #2 Sept-Îles,"600 avenue Cartier, Sept-Iles, QC G4R 2V4, Canada",,,50.21031363,-66.38867497,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7002,ERA #3 Sept-Îles,"798 avenue Brochu, QC G4R 2Y4, Canada",,,50.21425463,-66.39643192,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7003,ERA #4 Sept-Îles,"649 boulevard Laure, Sept-Iles, QC, G4R 1X8 , Canada",,,50.21512655,-66.37958229,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7004,ERA #5 Sept-Îles,"719 boulevard Laure, Sept-Iles, QC G4R 1Y2, Canada",,,50.2195374,-66.3844049,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7005,ERA #6 Sept-Îles,"153 rue Papineau, Sept-Iles, QC G4R 4H4, Canada",,,50.21917013,-66.3927412,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7006,ERA #7 Sept-Îles,"37 rue Tortellier, Sept-Iles, QC G4R 3Z3, Canada",,,50.215614,-66.39533758,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7007,ERA #8 Sept-Îles,"821 rue Giasson, Sept-Iles, QC G4R 1W3, Canada",,,50.22320308,-66.38610005,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7008,ERA #9 Sept-Îles,"10 rue Comeau, Sept-Iles, QC G4R 1H7, Canada",,,50.21583026,-66.36391282,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7009,ERA #10 Sept-Îles,"670 rue Giasson, Sept-Iles, QC G4R 1M4, Canada",,,50.21846305,-66.37855768,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7010,ERA #11 Sept-Îles,"595 avenue Noel, Sept-Iles, QC G4R 3R3, Canada",,,50.21623188,-66.37697786,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQU7011,ERA #12 Sept-Îles,"rue Raigneault, QC  G4R 1J4, Canada ( CIVIC : NEXT # 95 rue Comeau, Sept-Iles )",,,50.21952711,-66.37122989,,,Remote cabinet,RDAC,Hugues Mathieu,9533
SPISPQ,SPISPQXA,Central du Parc Ferland,"147 rue des Plaquebieres, Sept-Iles, QC G4S 2B9, Canada",418-964-1105,,50.271651,-66.415669,,,Building,CO,Hugues Mathieu,9533
SPISPQ,SPISPQXC,Hutte Mobilité Sept-Îles,"488 Avenue Quebec, Sept-Îles, QC G4R 1J7, Canada",,,50.216195,-66.369633,,,Building,Remote,Hugues Mathieu,9533
SPISPQ,SPISPQXD,Central Des Montagnais,"Boulevard des Montagnais,Sept-Iles, QC G4R 5P9, Canada",418-964-1101,,50.229089,-66.390413,,,Building,CO,Hugues Mathieu,9533
SPISPQ,SPISPQXE,Central du Lac Daigle,"123 chemin du Lac-D'Aigle, Lac-D'aigle, QC, Canada",418-964-1106,,50.29705,-66.294658,,,Building,CO,Hugues Mathieu,9533
SPISPQ,SPISPQXF,Central de MILLOTS,"1294 Rue Fiset, Sept-Iles, QC G4S 1M3, Canada",418-964-1103,,50.23963,-66.391979,Mille Lots,,Building,CO,Hugues Mathieu,9533
SPISPQ,SPISPQXH,Central Sainte-Famille 2,"118-140 rue Leventoux, Sept-Iles, QC G4R 5L3, Canada",418-964-1100,,50.224071,-66.362357,,,Building,CO,Hugues Mathieu,9533
SPISPQ,SPISPQXM,Garage,"488 avenue du Québec, Sept-Iles, QC G4R 1J7 , Canada",,,50.216062,-66.369038,,,Building,Compound,Hugues Mathieu,9533
SPISPQ,SPISPQXN,Central de Rochette,"20 rue Rochette, Sept-Iles, QC G4R 5G2, Canada",418-964-1108,,50.224799,-66.347036,Roc # 1,,Building,CO,Hugues Mathieu,9533
SPISPQ,SPISPQXP,Central des Plages,"19 Chemin Ferco, Sept-Iles, QC G4R 0B8, Canada",418-964-0106,,50.208728,-66.284155,,,Building,CO,Hugues Mathieu,9533
SPISPQ,SPISPQXQ,Central de Sept-Îles,"336 avenue de Quen, Sept-Iles, QC G4R 2P6, Canada",418-964-1005,,50.204999,-66.379797,,,Building,CO,Hugues Mathieu,9533
SPISPQ,SPISPQXR,Central de Uashat,"112-132 rue Daigle, Sept-Iles, QC G4R 4G6, Canada",418-964-1102,,50.2186,-66.3971,Uashat,,Building,CO,Hugues Mathieu,9533
BTFDON17,BTFDON17,,"86 MARKET ,BRANTFORD ON N3T2Z8",,,43.1415301,-80.2638458,,,Building,N/A,Fernand Rancourt,9528
BURLON02,BURLON02,,"507 BRANT ,BURLINGTON ON L7R2G6",,,43.3277884,-79.8009643,,,Building,N/A,Fernand Rancourt,9528
BURLONDH,BURLONDH,,"760 BRANDT ,Burlington ON L7S1X7",,,43.3322622,-79.8091442,,,Building,N/A,Fernand Rancourt,9528
CHHMON17,CHHMON17,,"163 QUEEN ,Chatham ON N7M2G9",,,42.402183,-82.1841445,,,Building,N/A,Fernand Rancourt,9528
CHHMONDE,CHHMONDE,,"245 MURRAY ,Chatham ON N7M4J2",,,42.4092111,-82.1733474,,,Building,N/A,Fernand Rancourt,9528
CHHMON17,CHHMONDP,,"491 RICHMOND STREET, Chatham ON",,,42.3913383,-82.1983753,,,Building,N/A,Fernand Rancourt,9528
CHHMONDU,CHHMONDU,,"214 QUEEN ,Chatham ON N7M2H1",,,42.4023223,-82.1843188,,,Building,N/A,Fernand Rancourt,9528
CMBGONCZ,CMBGONCZ,,"150 MAIN ,Cambridge ON N1R6R1",,,43.358829,-80.3105785,,,Building,N/A,Fernand Rancourt,9528
CMBGONGC,CMBGONGC,,"150 SAMUELSON ,Cambridge ON N1R6H9",,,43.3691749,-80.3106218,,,Building,N/A,Fernand Rancourt,9528
MCGRON09,ESSXONAH,,1091 TREMBLEY SIDEROAD,,,42.1112139,-82.9466571,,,Building,N/A,Fernand Rancourt,9528
GALTON04,GALTON04,,"105 WELLINGTON ,Galt ON N1R3Y8",,,43.3639725,-80.3105466,,,Building,N/A,Fernand Rancourt,9528
GALTON04,GALTONBB,,"95 Cambridge Street, Cambridge, ON",,,43.363501,-80.311988,,,Building,N/A,Fernand Rancourt,9528
GRMSONAU,GRMSONAU,,"31 ELIZABETH ,Grimsby ON L3M3K5",,,43.1962351,-79.5607302,,,Building,N/A,Fernand Rancourt,9528
HMTNON02,HMTNON02,,"628 UPPER WENTWORTH ,Hamilton ON L8V1S9",,,43.2312471,-79.8585114,,,Building,N/A,Fernand Rancourt,9528
HMTNON14,HMTNON14,,"20 HUNTER ,Hamilton ON L8P2Z2",,,43.2538692,-79.8712106,,,Building,N/A,Fernand Rancourt,9528
HMTNONAU,HMTNONAU,,"100 JAMES ,Hamilton ON L8P2Z2",,,43.2540814,-79.8702601,,,Building,N/A,Fernand Rancourt,9528
COTMONXG,KGVLONAP,,"38 MARSH ROAD  ,KINGSVILLE ON",,,42.134179,-82.7631162,,,Building,N/A,Fernand Rancourt,9528
KTNRON06,KTNRON06,,"20 WATER N,KITCHENER ON N2H5A5",,,43.4523557,-80.4942014,,,Building,N/A,Fernand Rancourt,9528
KTNRON08,KTNRON08,,"2651 KINGSWAY ,Kitchener ON N2C1A7",,,43.4310772,-80.4443484,,,Building,N/A,Fernand Rancourt,9528
KTNRON09,KTNRON09,,"391 ALBERT ,Kitchener ON N2L3V2",,,43.4807391,-80.5366884,,,Building,N/A,Fernand Rancourt,9528
KTNRON06,KTNRONCP,,"11 Margaret Avenue, Kitchener, ON",,,43.45458,-80.48654,,,Building,N/A,Fernand Rancourt,9528
KTNRONJF,KTNRONJF,,"72 VICTORIA ,Kitchener ON N2G4Y9",,,43.4512387,-80.5003344,,,Building,N/A,Fernand Rancourt,9528
LONDON14,LONDON14,,"479 CLARENCE ,London ON N6A3M8",,,42.9866137,-81.2487429,,,Building,N/A,Fernand Rancourt,9528
LONDONCL,LONDONCL,,"130 DUFFERIN ,London ON N6A5R2",,,42.98623,-81.2527454,,,Building,N/A,Fernand Rancourt,9528
LONDONDP,LONDONDP,,"150 DUFFERIN ,London ON N6A5N6",,,42.986635,-81.2513125,,,Building,N/A,Fernand Rancourt,9528
LONDON14,LONDONFT,,"195 DUFFERIN AVENUE, LONDON, ON",,,42.9866791,-81.2498834,,,Building,N/A,Fernand Rancourt,9528
LONDON15,LONDONGD,,"286 Rectory Street, London, ON",,,42.9857,-81.22141,,,Building,N/A,Fernand Rancourt,9528
LONDONHO,LONDONHO,,"940 ELIAS ,London ON N5W3P2",,,42.9968923,-81.2228397,,,Building,N/A,Fernand Rancourt,9528
NGFLON05,NGFLON05,,,,,43.09798,-79.0734,,,Building,N/A,Fernand Rancourt,9528
SARNON30,SARNON30,,,,,42.973245,-82.404539,,,Building,N/A,Fernand Rancourt,9528
SARNON30,SARNONCP,,"160 George Street, Sarnia, ON",,,42.97468,-82.4058,,,Building,N/A,Fernand Rancourt,9528
SRFRON38,SRFRON38,,,,,43.37021,-80.97886,,,Building,N/A,Fernand Rancourt,9528
STCTON10,STCTON10,,,,,43.15826,-79.247,,,Building,N/A,Fernand Rancourt,9528
STCTONAF,STCTONAF,,,,,43.155712,-79.245952,,,Building,N/A,Fernand Rancourt,9528
WNDSON12,WNDSON12,,,,,42.30714,-83.03062,,,Building,N/A,Fernand Rancourt,9528
WNDSON14,WNDSON14,,,,,42.3136,-82.9749,,,Building,N/A,Fernand Rancourt,9528
WNDSON12,WNDSONAN,,"1550 Kildare Road, Windsor, ON",,,42.30747,-83.00322,,,Building,N/A,Fernand Rancourt,9528
WNDSON14,WNDSONGP,,,,,42.273471,-83.090822,,,Building,N/A,Fernand Rancourt,9528
WNDSON14,WNDSONHD,,,,,42.26744,-82.99257,,,Building,N/A,Fernand Rancourt,9528
WNDSONJU,WNDSONJU,,,,,42.31517,-83.03711,,,Building,N/A,Fernand Rancourt,9528
WNDSON14,WNDSONYC,,,,,42.31964,-82.93748,,,Building,N/A,Fernand Rancourt,9528
KTNRON09,WTRLONGE,,,,,43.47518,-80.53872,,,Building,N/A,Fernand Rancourt,9528
KTNRON09,WTRLONJI,,,,,43.476171,-80.542646,,,Building,N/A,Fernand Rancourt,9528
KNTNPQ,BROMPQAB,Hutte Cable Axion Brome,"192 chemin Valley, Brome, QC J0E 1V0, Canada",,,45.197114,-72.573774,"SVP Aviser le CGR de Cogeco 24h à l'avance de votre visite par courriel:

cgrdery@cogeco.com

Pour accès immédiat, simplement les aviser avant d'arriver par téléphone:
 
1-877-693-3597 ou 819-693-3597
 
Ouverture de la porte par boite à clé code standard TELUS 425
 
Code d'alarme du bâtiment: 7297",,Building,Remote,Alexandre Lamarre,9531
LCETPQ,LCETPQAA,RITP Lac-Etchemin,"328 rue du Sanatarium, Lac Etchemin, QC, G0R 1S0, Canada",,,46.401309,-70.495464,​Site appartient à Sogetel.  Boite à clé à droite de la porte.,,Building,RITP,Alexandre Lamarre,9532
LCETPQ,LCETPQAS,POP Lac-Etchemin,"1507 route 277, Lac-Etchemin, QC G0R 1S0, Canada",,,46.399093,-70.515854,Boite à code à l'extérieur.  Local au sous sol.,,Building,POP,Alexandre Lamarre,9532
LCMGPQ,LCMGPQCZ,POP Mégantic,"3782 rue Laval, Lac Megantic, QC",,,45.58758166,-70.90178209,,,Building,POP,Alexandre Lamarre,9532
